"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03420","hsa03420","Nucleotide excision repair",62,-0.64897626432309,-1.62056534125356,0.00340263172194008,0.0266023934624407,0.0203506681934216,2569,"tags=29%, list=7%, signal=27%","POLE4/GTF2H3/RPA3/RPA1/POLR2D/POLE3/POLE/RFC1/RPA2/LIG1/POLD1/RFC5/POLD3/RFC2/RFC4/POLE2/PCNA/RFC3"
"hsa05145","hsa05145","Toxoplasmosis",110,0.570704798122937,1.56252506763694,0.00348451290920099,0.0266371653503364,0.0203772684748596,3082,"tags=24%, list=8%, signal=22%","BIRC3/TNF/NFKB1/NFKBIA/LAMB3/NFKBIB/HLA-DQB1/IFNGR2/IFNGR1/PIK3R6/HLA-DQB2/CASP8/HSPA1L/HLA-DRA/IKBKG/MAP2K3/IKBKB/HSPA1B/RELA/HSPA1A/LY96/BIRC2/LAMB2/LAMA5/TNFRSF1A/TYK2"
"hsa05321","hsa05321","Inflammatory bowel disease",64,0.638408837667623,1.62328162980675,0.00436404907443318,0.0326354974261959,0.0249659558033935,2956,"tags=22%, list=8%, signal=20%","IL2RG/TNF/NFKB1/HLA-DQB1/IL4R/IFNGR2/IFNGR1/JUN/HLA-DQB2/SMAD3/HLA-DRA/IL23A/RELA/NFATC1"
"hsa05131","hsa05131","Shigellosis",248,0.468432658382739,1.42149205502769,0.00462942230112757,0.0338834313103805,0.0259206175875004,5112,"tags=31%, list=14%, signal=27%","SQSTM1/TNF/NFKB1/NFKBIA/TNIP1/CASP4/NFKBIB/FOXO3/PIK3R3/P3R3URF-PIK3R3/TP53/H3C13/TIFA/ITGA5/CXCL8/H3C6/NAIP/H3C10/ITPR2/JUN/MDM2/MAP1LC3B/TRAF2/ILK/BCL10/BAX/IRF3/IKBKG/RRAGC/TAB3/H3-3B/CCL5/U2AF1L4/UBE2D3/ARHGEF2/PTK2/ITPR1/IKBKB/CYTH2/RELA/RPTOR/PLCG2/MAP1LC3B2/MYL5/TNFRSF1A/RAC1/PIK3C3/TLN1/ROCK1/CAPN1/H3-5/CAST/ARPC4/BECN1/TRADD/GSK3B/FNBP1/ACTG1/ATG14/ARPC1B/PIK3CD/RIPK2/H3C14/RBCK1/ATG16L1/CYTH3/TAB2/FOXO4/MAPK10/PXN/CDC42/H3C4/CAPN2/ARPC2/MAPK3/AKT1S1"
"hsa05142","hsa05142","Chagas disease",102,0.566675303486899,1.53601748072332,0.00525127267273701,0.0376341208212819,0.0287898721093038,2536,"tags=18%, list=7%, signal=16%","CCL2/TNF/NFKB1/NFKBIA/FAS/PPP2R2A/PIK3R3/P3R3URF-PIK3R3/CXCL8/IFNGR2/IFNGR1/JUN/TICAM1/CASP8/IKBKG/CCL5/IKBKB/RELA"
"hsa04932","hsa04932","Non-alcoholic fatty liver disease",156,0.506840584320093,1.45862093186847,0.00552349937684765,0.0387772201150121,0.0296643360732956,5078,"tags=26%, list=14%, signal=22%","TNF/NFKB1/PRKAA1/FAS/PIK3R3/P3R3URF-PIK3R3/CXCL8/NDUFB4/JUN/NDUFV2/BID/CASP8/CASP7/TRAF2/BAX/PRKAB1/IKBKB/RELA/DDIT3/MAP3K11/TNFRSF1A/RAC1/COX6C/NDUFA13/PRKAA2/NDUFB9/COX4I1/MLXIP/GSK3B/ERN1/INSR/COX7A2/NDUFA4L2/IL6R/PIK3CD/FOS/MAPK10/CDC42/NDUFA3/XBP1"
"hsa03410","hsa03410","Base excision repair",44,-0.683288945788243,-1.61547882844466,0.00611429265720827,0.0420663334815929,0.0321804876695172,4792,"tags=55%, list=13%, signal=48%","POLD2/PARG/HMGB1/MBD4/POLG/NTHL1/POLE4/POLE3/POLE/RFC1/PARP2/LIG1/PARP1/POLD1/RFC5/POLD3/RFC2/RFC4/UNG/POLE2/PCNA/FEN1/RFC3/NEIL3"
"hsa03430","hsa03430","Mismatch repair",23,-0.778573827734757,-1.62966032256983,0.00635992286791547,0.0423774048645595,0.032418455373745,2375,"tags=65%, list=6%, signal=61%","RPA3/RPA1/MSH2/RFC1/RPA2/LIG1/POLD1/MSH6/RFC5/POLD3/RFC2/RFC4/PCNA/EXO1/RFC3"
"hsa05033","hsa05033","Nicotine addiction",41,-0.67130622654403,-1.56065105041404,0.00640588678185201,0.0423774048645595,0.032418455373745,2780,"tags=7%, list=7%, signal=7%","GABRD/GRIN1/GRIN3A"
"hsa05204","hsa05204","Chemical carcinogenesis - DNA adducts",69,0.617555759625877,1.57789552874203,0.00663612914784643,0.0426343993775025,0.0326150546033526,2014,"tags=29%, list=5%, signal=27%","UGT2B10/UGT2B15/AKR1C2/UGT2B17/UGT2B11/UGT2B7/CYP3A5/UGT1A3/UGT1A10/UGT1A4/UGT1A8/UGT1A9/GSTK1/UGT1A7/UGT1A5/UGT1A6/EPHX1/CYP2C9/UGT1A1/GSTA4"
"hsa04010","hsa04010","MAPK signaling pathway",299,0.443104659109013,1.35668874626669,0.00669260920460795,0.0426343993775025,0.0326150546033526,5319,"tags=29%, list=14%, signal=25%","RELB/TNF/NFKB2/PTPRR/NFKB1/DUSP5/MAP3K8/PLA2G4C/GADD45G/DUSP6/PTPN5/FAS/RRAS/TP53/PAK2/TGFA/MAPKAPK2/MAP3K10/DUSP10/EGF/JUN/DUSP16/STK3/CSF1/RAP1B/KITLG/DUSP8/DAXX/ERBB2/EFNA1/EPHA2/PLA2G4A/TRAF2/DUSP1/MAPK8IP3/HSPA1L/MET/IKBKG/EFNA4/PDGFA/JUND/MAP2K3/IKBKB/HSPA1B/RELA/DDIT3/MKNK2/HSPA1A/NRAS/MAP3K9/MAP3K11/MAPKAPK3/VEGFA/NFATC1/MRAS/PRKACB/TNFRSF1A/RAC1/PGF/SOS2/RAPGEF2/HSPB1/PAK1/MAP3K13/FLT3LG/ANGPT2/TRADD/MAP4K2/GNG12/INSR/DUSP3/LAMTOR3/MECOM/FOS/TAB2/MAPK10/CDC42/MAP2K4/GRB2/RPS6KA6/MAP4K4/MAP3K2/MAPK3/PLA2G4D/TGFBR1/VEGFD/MAP2K2"
"hsa04137","hsa04137","Mitophagy - animal",103,0.556244074439285,1.51266483492224,0.0077123837357121,0.0465449123699116,0.0356065731103975,3672,"tags=30%, list=10%, signal=27%","OPTN/SQSTM1/GABARAPL1/FOXO3/RRAS/TP53/TAX1BP1/TFE3/PINK1/BNIP3L/JUN/MAP1LC3B/TRAF2/TBC1D17/CITED2/ULK1/PRKN/MUL1/RELA/NRAS/RAB7B/MAP1LC3B2/MRAS/NBR1/SIAH1/RAB7A/BCL2L13/ATG9B/BECN1/USP15/GABARAPL2"
"hsa04062","hsa04062","Chemokine signaling pathway",191,0.487734949246805,1.43600426814105,0.0074635051586857,0.0465449123699116,0.0356065731103975,4874,"tags=24%, list=13%, signal=21%","CCL20/CCL2/NFKB1/CXCL10/NFKBIA/CCL8/NFKBIB/FOXO3/PIK3R3/P3R3URF-PIK3R3/SHC2/CXCL8/LYN/CXCL11/RAP1B/PIK3R6/CCL27/CX3CL1/IKBKG/CCL5/PTK2/IKBKB/GNG3/RELA/GNG5/NRAS/STAT2/PLCG2/PRKACB/RAC1/ROCK1/SOS2/PAK1/CCL22/VAV3/CCL7/SHC3/GSK3B/GNG12/STAT3/SHC1/PIK3CD/ADCY7/PXN/CDC42/GRB2"
"hsa04814","hsa04814","Motor proteins",194,-0.486435052714703,-1.41639470396326,0.00770269096462611,0.0465449123699116,0.0356065731103975,6460,"tags=36%, list=17%, signal=30%","TUBB3/KIF6/TUBB6/CAPZA1/KIF17/TNNC2/MYO1H/MYH11/DCTN6/STARD9/KIF13A/MYO1E/KIFAP3/MYL7/DNAH2/TUBB2B/TUBB8B/TUBA8/CAPZB/DYNC2H1/KIF5C/KIF18A/KIFC3/KIF1C/TUBB4A/DYNLRB2/TUBE1/DNAH11/TUBA1C/KIF4B/KIF26A/TUBA3C/KIF21A/DNAH8/TPM1/ACTG2/TUBA4A/TUBA1A/MYH15/MYL9/MYO15B/KIF1A/TUBB4B/MYO5C/TNNI1/CENPE/TUBB/DYNLL2/TNNT1/DNAL1/KIF24/KIF2C/TUBG1/KIF14/TUBA1B/MYO19/KIFC1/KIF20B/KIF7/KIF4A/KIF11/KIF23/DNAH5/KIF18B/KIF20A/KIF15/KIF22/TUBA3E/MYO1B/TUBA3D"
"hsa04660","hsa04660","T cell receptor signaling pathway",122,0.53487371125068,1.48027751310813,0.00800435931255421,0.0474741310951491,0.0363174197484311,4874,"tags=25%, list=13%, signal=22%","TNF/NFKB1/NFKBIA/MAP3K8/NFKBIE/NFKBIB/PPP2R2A/PIK3R3/P3R3URF-PIK3R3/PAK2/JUN/PPP2R5B/PTPN6/CBLB/BCL10/IKBKG/IKBKB/RELA/NRAS/NCK2/NFATC1/SOS2/PAK1/VAV3/GSK3B/PIK3CD/FOS/PPP2R5E/MAPK10/CDC42/GRB2"
"hsa04914","hsa04914","Progesterone-mediated oocyte maturation",107,-0.541450586109911,-1.48343996829593,0.0104675881808637,0.0610313615969002,0.0466886181126838,6119,"tags=36%, list=16%, signal=31%","MAPK8/GNAI3/MAPK14/SPDYE17/CPEB1/RAF1/ANAPC10/GNAI2/RPS6KA3/ANAPC5/ANAPC1/AKT1/CDC27/CPEB2/MAD2L2/BRAF/ADCY1/CDC25B/CDC23/PIK3CB/MAPK9/ADCY3/CCNB1/MAP2K1/PLK1/CDC25C/CCNB2/CPEB3/BUB1/AURKA/CDK1/IGF1/CCNA2/MAD2L1/PKMYT1/KIF22/CDC25A/CDK2/IGF1R"
"hsa05323","hsa05323","Rheumatoid arthritis",91,0.561668419585522,1.50941286466872,0.0114218427286739,0.0654852316443972,0.0500958014415524,3956,"tags=23%, list=11%, signal=21%","CCL20/CCL2/TNF/LTB/HLA-DQB1/TNFSF13/CTSK/IL15/CXCL8/JUN/CSF1/HLA-DQB2/HLA-DRA/IL23A/CCL5/ACP5/VEGFA/ATP6V1G2/ATP6V1E1/ATP6AP1/ATP6V0C"
"hsa04210","hsa04210","Apoptosis",136,0.521396697594416,1.46413486043942,0.0118088131211033,0.0655198663493475,0.0501222967788766,4527,"tags=37%, list=12%, signal=32%","BIRC3/TNF/NFKB1/NFKBIA/GADD45G/CTSS/FAS/PIK3R3/P3R3URF-PIK3R3/CTSK/BBC3/MCL1/TP53/CASP10/ITPR2/JUN/PARP3/CTSO/TNFSF10/DAXX/SPTAN1/BID/CASP8/CASP7/TRAF2/TNFRSF10B/PTPN13/BAX/LMNA/CTSD/IKBKG/ITPR1/IKBKB/RELA/DDIT3/NRAS/BIRC2/PARP4/DIABLO/TNFRSF1A/CAPN1/TRADD/ERN1/ACTG1/CASP6/HRK/XIAP/CTSB/PIK3CD/FOS"
"hsa05152","hsa05152","Tuberculosis",179,0.475371872264313,1.39052991382303,0.0117153376167769,0.0655198663493475,0.0501222967788766,5574,"tags=27%, list=15%, signal=23%","TNF/NFKB1/IRAK2/ITGAM/CTSS/HLA-DQB1/PLK3/IFNGR2/IFNGR1/CASP10/CLEC7A/BID/HLA-DQB2/CASP8/BCL10/RFX5/BAX/CTSD/HLA-DRA/IL23A/ARHGEF12/RELA/LAMP1/FCGR2C/TNFRSF1A/PIK3C3/RAB7A/FCGR2A/CALML6/RFXANK/TRADD/IL12A/JAK1/ATP6AP1/ATP6V0C/RAB5B/SPHK2/LAMP2/RIPK2/ATP6V1H/MAPK10/CREBBP/EP300/RAB5A/MAPK3/FCER1G/CAMP/CARD9"
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications",101,0.534551869425336,1.44840897901249,0.0130659126342311,0.0691488299411614,0.0528984317175347,5313,"tags=31%, list=14%, signal=26%","CCL2/TNF/NFKB1/EGR1/NOS3/NOX1/PIK3R3/COL3A1/P3R3URF-PIK3R3/CXCL8/JUN/STAT5A/BAX/SMAD3/RELA/NRAS/PLCG2/VEGFA/NFATC1/RAC1/FN1/AGT/CDKN1B/EDN1/STAT3/PIK3CD/MAPK10/CDC42/MAPK3/TGFBR1/VEGFD"
"hsa04630","hsa04630","JAK-STAT signaling pathway",168,0.492747720755667,1.43053739296383,0.0129419191505238,0.0691488299411614,0.0528984317175347,4927,"tags=21%, list=13%, signal=19%","IL2RG/IL6ST/CDKN1A/PIK3R3/P3R3URF-PIK3R3/MCL1/IL4R/IL15/IFNGR2/IFNGR1/EGF/LIF/IL27RA/PTPN6/STAT5A/AOX1/IFNAR1/IL23A/PDGFA/STAM2/IL15RA/STAT2/TYK2/PIAS3/SOS2/PTPN2/IL12A/JAK1/EPOR/SOCS6/STAT3/IL6R/PIK3CD/GRB2/CREBBP/EP300"
"hsa04514","hsa04514","Cell adhesion molecules",156,0.483121822605263,1.39036143689993,0.0128586020744475,0.0691488299411614,0.0528984317175347,2826,"tags=19%, list=8%, signal=17%","SDC4/SLITRK3/ITGAM/HLA-A/HLA-B/ICOSLG/LOC102723996/HLA-DQB1/HLA-C/OCLN/CLDN12/HLA-E/NCAM2/CLDN4/SDC2/ITGAV/HLA-F/HLA-DQB2/MPZ/GLG1/HLA-DRA/NECTIN2/HLA-G/CD58/F11R/SLITRK6/SDC3/CD276/LRRC4C"
"hsa04662","hsa04662","B cell receptor signaling pathway",83,0.562303659315426,1.49177095229662,0.0142786082066832,0.0744218367136215,0.0569322496279234,5319,"tags=36%, list=14%, signal=31%","NFKB1/NFKBIA/NFKBIE/NFKBIB/PIK3R3/BLNK/P3R3URF-PIK3R3/JUN/LYN/PTPN6/BCL10/IKBKG/IFITM1/INPPL1/IKBKB/RELA/NRAS/PLCG2/NFATC1/RAC1/SOS2/VAV3/DAPP1/INPP5D/GSK3B/PIK3CD/FOS/GRB2/MAPK3/MAP2K2"
"hsa04722","hsa04722","Neurotrophin signaling pathway",120,0.519189421486443,1.43409043599975,0.0149033147204184,0.0765185114003569,0.0585361929317296,5319,"tags=30%, list=14%, signal=26%","NFKB1/NFKBIA/IRAK2/NFKBIE/NFKBIB/FOXO3/PIK3R3/P3R3URF-PIK3R3/SHC2/TP53/MAPKAPK2/JUN/RAP1B/BAX/GAB1/IKBKB/RELA/NRAS/PRDM4/PLCG2/RAC1/SOS2/FRS2/CALML6/SHC3/GSK3B/SHC1/PIK3CD/RIPK2/MAPK10/CDC42/GRB2/RPS6KA6/MAPK3/SH2B1/MAP2K2"
"hsa04672","hsa04672","Intestinal immune network for IgA production",48,0.616871226142976,1.52038079669006,0.0177955261327891,0.0867024354674576,0.0663268325179449,2678,"tags=19%, list=7%, signal=17%","PIGR/ICOSLG/LOC102723996/HLA-DQB1/TNFSF13/IL15/HLA-DQB2/HLA-DRA/IL15RA"
"hsa05135","hsa05135","Yersinia infection",138,0.511074093272907,1.43717481814248,0.0174761173364577,0.0867024354674576,0.0663268325179449,7053,"tags=41%, list=19%, signal=34%","CCL2/TNF/NFKB1/NFKBIA/PIK3R3/P3R3URF-PIK3R3/ITGA5/CXCL8/JUN/TICAM1/TRAF2/IRF3/ARHGEF12/IKBKG/PTK2/MAP2K3/IKBKB/RELA/NFATC1/RAC1/ROCK1/FN1/ARPC4/FCGR2A/VAV3/GSK3B/GIT2/ACTG1/ARHGEF1/ARPC1B/PIK3CD/FOS/TAB2/MAPK10/PXN/CDC42/MAP2K4/PIP5K1C/RPS6KA6/ARPC2/MAPK3/PKN2/MAP2K2/ARPC5/ARPC3/WIPF2/WAS/RPS6KA1/MYD88/LAT/ITGB1/TBK1/ACTR2/TRAF6/ACTB/BCAR1/PIK3R1"
"hsa04140","hsa04140","Autophagy - animal",168,0.481520926787817,1.3979439422027,0.0172873903673815,0.0867024354674576,0.0663268325179449,5906,"tags=43%, list=16%, signal=37%","OPTN/SQSTM1/PRKAA1/GABARAPL1/PIK3R3/P3R3URF-PIK3R3/RRAS/DAPK2/TAX1BP1/TSC1/WDR45/MAP1LC3B/DAPK3/RB1CC1/ATG2A/CTSD/ULK1/VPS18/RRAGC/ZFYVE1/RAB39B/ITPR1/ATG3/ATG7/WDFY3/LAMP1/TANK/NRAS/RPTOR/RAB7B/MAP1LC3B2/PTEN/MRAS/PRKACB/ATG16L2/NBR1/PIK3C3/MTMR14/RAB7A/DDIT4/IGBP1/ATG9B/BECN1/PRKAA2/VAMP8/GABARAPL2/RAB1A/DEPTOR/ATG4A/ERN1/PLEKHM1/NRBF2/ATG14/CTSB/VPS11/PIK3CD/ATG2B/LAMP2/ATG16L1/YKT6/STX17/MAPK10/STX7/MAPK3/AKT1S1/VPS39/MAP2K2/AMBRA1/ATG13/VPS41/CFLAR/BIRC6/VPS16"
"hsa05161","hsa05161","Hepatitis B",163,0.476030098501778,1.37658836316224,0.0178949794133415,0.0867024354674576,0.0663268325179449,5319,"tags=33%, list=14%, signal=28%","TNF/NFKB1/NFKBIA/RIGI/IKBKE/CDKN1A/FAS/TLR3/PIK3R3/P3R3URF-PIK3R3/CREB3/TP53/CXCL8/CASP10/TRAF3/IFIH1/JUN/STAT5A/TICAM1/BID/CASP8/ATF6B/BAX/SMAD3/IRF3/IFNAR1/IKBKG/MAP2K3/CREB5/IKBKB/RELA/NRAS/STAT2/NFATC1/TYK2/SOS2/NFATC4/JAK1/ATP6AP1/STAT3/YWHAB/PIK3CD/IRF7/FOS/TAB2/MAPK10/MAP2K4/GRB2/CREBBP/EP300/MAPK3/TGFBR1/MAP2K2"
"hsa04658","hsa04658","Th1 and Th2 cell differentiation",91,0.550720451883571,1.47999158564524,0.0192085557597945,0.0917742108523514,0.0702067096483717,3082,"tags=21%, list=8%, signal=19%","IL2RG/NFKB1/NFKBIA/NFKBIE/NFKBIB/HLA-DQB1/IL4R/IFNGR2/IFNGR1/JUN/STAT5A/HLA-DQB2/HLA-DRA/IKBKG/NOTCH2/IKBKB/RELA/NFATC1/TYK2"
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection",212,0.448898947807883,1.33985796607507,0.021028579037315,0.0990935779292654,0.0758059806680427,4743,"tags=26%, list=13%, signal=23%","TNF/NFKB1/TAPBP/NFKBIA/TAP1/HLA-A/HLA-B/B2M/FAS/HLA-C/PIK3R3/P3R3URF-PIK3R3/HLA-E/PAK2/APOBEC3H/ITPR2/JUN/HLA-F/BID/CASP8/TRAF2/BST2/BAX/IRF3/IKBKG/PTK2/HLA-G/MAP2K3/ITPR1/IKBKB/GNG3/RELA/GNG5/NRAS/SAMHD1/PLCG2/NFATC1/TNFRSF1A/AP1G2/RAC1/TAP2/PAK1/TRIM5/CALML6/AP1G1/NFATC4/TRADD/GNG12/APOBEC3F/PIK3CD/FOS/ELOB/TAB2/MAPK10/PXN"
"hsa05140","hsa05140","Leishmaniasis",76,0.565295144229979,1.46943123371378,0.023176397038132,0.107738926771857,0.0824196196235134,4697,"tags=26%, list=13%, signal=23%","TNF/NFKB1/NFKBIA/ITGAM/NFKBIB/HLA-DQB1/IFNGR2/IFNGR1/JUN/PTPN6/HLA-DQB2/HLA-DRA/RELA/FCGR2C/FCGR2A/IL12A/JAK1/FOS/EEF1A2/TAB2"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction",370,-0.400794836968223,-1.24639768086878,0.024560292437079,0.112649874644736,0.0861764646915051,3409,"tags=10%, list=9%, signal=9%","P2RX5/ADRA2A/PGRMC1/SLURP2/RLN1/THRA/GAL/GNRH2/GABRD/ADRA2C/VGF/THRB/HRH3/UCN/P2RX2/CHRNA3/TMEM97/SLURP1/NPW/CHRNA5/VIPR1/QRFP/ADORA1/GRIN1/PTGER4/PMCH/GHR/NPB/GHRHR/LPAR3/GRPR/C3/APLN/ADRB2/GRIN3A/CHRNA2"
"hsa05211","hsa05211","Renal cell carcinoma",70,0.556554867505303,1.42325560176379,0.0252563138925569,0.113294653456145,0.0866697165362183,5319,"tags=43%, list=14%, signal=37%","CDKN1A/PIK3R3/P3R3URF-PIK3R3/EGLN3/PAK2/TGFA/TFE3/JUN/FLCN/RAP1B/ARNT/EGLN2/GAB1/MET/ARNT2/NRAS/VEGFA/RAC1/SOS2/PAK1/EPAS1/PIK3CD/ELOB/VHL/CDC42/GRB2/CREBBP/EP300/MAPK3/MAP2K2"
"hsa04713","hsa04713","Circadian entrainment",97,-0.526001875070009,-1.42137359323007,0.0253595590584975,0.113294653456145,0.0866697165362183,6639,"tags=30%, list=18%, signal=25%","MAPK1/GUCY1B1/PLCB1/GNAI3/ADCY10/GNB2/GNAO1/CALM3/GNAI2/CALML4/GUCY1A2/PER3/ADCY1/PRKCA/GNB5/GNG11/PLCB3/CAMK2B/GNG10/RASD1/ADCY3/CAMK2D/PER2/GNAQ/GNG13/GNB3/GRIN1/PER1/GNB4"
"hsa00604","hsa00604","Glycosphingolipid biosynthesis - ganglio series",15,0.768708003852605,1.47953717595892,0.0258637960038832,0.113447820626493,0.0867868884841595,5210,"tags=53%, list=14%, signal=46%","ST3GAL1/ST6GALNAC4/HEXA/ST6GALNAC6/HEXB/ST3GAL5/B4GALNT1/GLB1"
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection",222,0.445460812481091,1.33631845483223,0.0260534239229447,0.113447820626493,0.0867868884841595,3128,"tags=21%, list=8%, signal=19%","RELB/MMP7/IL2RG/TNF/NFKB2/NFKB1/EGR1/NFKBIA/HLA-A/HLA-B/CDKN1A/B2M/HLA-DQB1/HLA-C/PIK3R3/P3R3URF-PIK3R3/CREB3/HLA-E/TP53/CDKN2B/ZFP36/IL15/JUN/HLA-F/STAT5A/HLA-DQB2/ATF6B/BAX/SMAD3/CDKN2A/HLA-DRA/IKBKG/CDC26/MSX2/HLA-G/CREB5/IKBKB/RELA/IL15RA/NRAS/NFATC1/PTEN/PRKACB/TNFRSF1A/TBPL1/TLN1"
"hsa00830","hsa00830","Retinol metabolism",68,0.559230998906388,1.42457956932423,0.0268649752040335,0.115519393377344,0.0883716289606365,1856,"tags=29%, list=5%, signal=28%","UGT2B10/UGT2B15/RDH10/DHRS3/UGT2B17/UGT2B11/UGT2B7/CYP3A5/UGT1A3/UGT1A10/UGT1A4/UGT1A8/UGT1A9/RDH16/UGT1A7/UGT1A5/UGT1A6/CYP2C9/UGT1A1/AOX1"
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450",76,0.555858224188548,1.44490085307903,0.0298894658440791,0.126937978399546,0.0971067766214395,2813,"tags=32%, list=8%, signal=29%","UGT2B10/UGT2B15/AKR1C1/UGT2B17/ALDH3B2/UGT2B11/UGT2B7/CBR3/CYP3A5/UGT1A3/UGT1A10/UGT1A4/UGT1A8/UGT1A9/GSTK1/UGT1A7/UGT1A5/UGT1A6/EPHX1/CYP2C9/UGT1A1/GSTA4/CYP2D6/MGST1"
"hsa05165","hsa05165","Human papillomavirus infection",332,0.403680315333923,1.24848830143645,0.0303479479886772,0.127313342781768,0.0973939280766277,5111,"tags=29%, list=14%, signal=25%","TNF/IRF1/NFKB1/LAMB3/IKBKE/HLA-A/HLA-B/CDKN1A/FAS/PPP2R2A/TLR3/HLA-C/PIK3R3/P3R3URF-PIK3R3/WNT10B/CREB3/HLA-E/TP53/ITGA5/FZD7/TRAF3/EGF/RELN/ITGAV/HLA-F/PPP2R5B/TCF7L2/ITGA3/TICAM1/MDM2/OASL/RBL2/ISG15/CHD4/TSC1/CASP8/MX1/WNT5A/BAX/COL9A2/IRF3/IFNAR1/IKBKG/NOTCH2/PTK2/HLA-G/CREB5/IKBKB/RELA/HES7/NRAS/CRB3/LAMB2/STAT2/LAMA5/FZD9/THBS3/VEGFA/PTEN/PRKACB/TNFRSF1A/TYK2/TBPL1/ATP6V1G2/SOS2/FN1/FZD3/LLGL2/ATP6V1E1/PARD6B/COL6A1/CDKN1B/PATJ/TRADD/GSK3B/JAK1/ATP6AP1/ATP6V0C/COL9A3/COL6A2/CTNNB1/PIK3CD/THBS4/RFNG/PPP2R5E/ATP6V1H/PXN/CSNK1A1L/CDC42/ITGA1/GRB2/CREBBP/EP300/NOTCH1/MAPK3/ATP6V1B2"
"hsa00620","hsa00620","Pyruvate metabolism",47,-0.603698060438568,-1.44824363884069,0.0309789414441856,0.128394648877107,0.0982211206220217,5869,"tags=40%, list=16%, signal=34%","ALDH2/PKM/GRHPR/ADH1B/PCK2/HAGH/ADH5/ALDH1B1/LDHA/PC/ACYP1/DLAT/ACSS2/LDHB/ACACB/GLO1/ACAT2/ACACA/ADH1C"
"hsa04640","hsa04640","Hematopoietic cell lineage",98,0.49628627653282,1.33969225648414,0.0319015050079563,0.130644258604012,0.0999420582956026,4403,"tags=18%, list=12%, signal=16%","TNF/ITGAM/HLA-DQB1/IL4R/ITGA5/GP1BA/CSF1/KITLG/ITGA3/HLA-DQB2/CD59/HLA-DRA/FLT3LG/CD37/CD24/EPOR/MME/IL6R"
"hsa00100","hsa00100","Steroid biosynthesis",20,-0.734921816141965,-1.48723954251796,0.0337631596035843,0.135052638414337,0.103314441871433,5685,"tags=55%, list=15%, signal=47%","DHCR7/NSDHL/FDFT1/CYP51A1/SQLE/LBR/SC5D/MSMO1/SOAT1/EBP/DHCR24"
"hsa03273","hsa03273","Virion - Lassa virus and SFTS virus",17,0.744786944363141,1.47929445666024,0.0333758793749982,0.135052638414337,0.103314441871433,2622,"tags=35%, list=7%, signal=33%","PCDH11Y/PCDH11X/MYH9/MYH10/MYH14/LAMP1"
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",90,0.525107175948758,1.40542488019149,0.0360705579842778,0.142623815478064,0.109106345989951,4527,"tags=28%, list=12%, signal=24%","NFKB1/NFKBIA/NFKBIE/NFKBIB/PIK3R3/P3R3URF-PIK3R3/IFNGR2/IFNGR1/EGF/JUN/PTPN6/EML4/TICAM1/IKBKG/MAP2K3/IKBKB/RELA/NRAS/NFATC1/PTEN/JAK1/STAT3/BATF/PIK3CD/FOS"
"hsa00511","hsa00511","Other glycan degradation",18,0.730457498820754,1.46402440271355,0.0371960353762421,0.145402683743492,0.111232163206466,6189,"tags=67%, list=17%, signal=56%","NEU1/MANBA/MAN2B1/HEXA/AGA/MAN2C1/GBA1/HEXB/FUCA1/GLB1/MAN2B2/ENGASE"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450",70,0.539721053237242,1.38020715882507,0.0417090946284689,0.161212680361722,0.123326713863007,2813,"tags=33%, list=8%, signal=30%","UGT2B10/UGT2B15/UGT2B17/ALDH3B2/UGT2B11/UGT2B7/CYP3A5/UGT1A3/UGT1A10/UGT1A4/FMO4/UGT1A8/UGT1A9/GSTK1/UGT1A7/UGT1A5/UGT1A6/CYP2C9/UGT1A1/AOX1/GSTA4/CYP2D6/MGST1"
"hsa05134","hsa05134","Legionellosis",56,0.579001923182912,1.45001403171853,0.0446975950468062,0.170844141067793,0.130694722359083,3879,"tags=29%, list=10%, signal=26%","TNF/NFKB2/NFKB1/NFKBIA/ITGAM/CXCL8/NAIP/CASP8/CASP7/HSPA1L/HSPA1B/RELA/HSPA1A/BCL2L13/RAB1A/IL12A"
"hsa04540","hsa04540","Gap junction",89,-0.509583368904709,-1.34909566824112,0.0457575383396735,0.171581991082819,0.131259173104972,6639,"tags=38%, list=18%, signal=32%","MAPK1/GUCY1B1/TUBB3/TUBB6/PDGFRB/PLCB1/GNAI3/GNA11/TUBB2B/RAF1/HRAS/TUBB8B/GNAI2/TUBA8/TJP1/GUCY1A2/TUBB4A/ADCY1/TUBA1C/PRKCA/EGFR/TUBA3C/PLCB3/TUBA4A/TUBA1A/ADCY3/TUBB4B/MAP2K1/TUBB/GNAQ/TUBA1B/CDK1/TUBA3E/TUBA3D"
